,genres,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,movie_title,plot_keywords,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,language,country,title_year,imdb_score
1083,Action|Thriller,Action,Thriller,,,,,,,Patriot Games,analyst|cia|ira|terrorist|terrorist attack,analyst,cia,ira,terrorist,terrorist attack,English,USA,1992,6.9
1084,Comedy|Romance,Comedy,Romance,,,,,,,Monster-in-Law,breakdown|fight|mother in law|scheme|wedding,breakdown,fight,mother in law,scheme,wedding,English,Germany,2005,5.5
1085,Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,Prisoners,child abduction|detective|investigation|police|sex offender,child abduction,detective,investigation,police,sex offender,English,USA,2013,8.1
1086,Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,Training Day,lapd|narc|narcotics|title spoken by character|training,lapd,narc,narcotics,title spoken by character,training,English,USA,2001,7.7
1087,Adventure|Comedy|Sci-Fi,Adventure,Comedy,Sci-Fi,,,,,,Galaxy Quest,alien|alien race|convention|fan|general,alien,alien race,convention,fan,general,English,USA,1999,7.3
1088,Comedy,Comedy,,,,,,,,Scary Movie 2,blow job|demon|exorcism|priest|professor,blow job,demon,exorcism,priest,professor,English,USA,2001,5.2
1089,Adventure|Comedy|Family|Musical,Adventure,Comedy,Family,Musical,,,,,The Muppets,bel air california|book|friends who live together|the muppets|tribute band,bel air california,book,friends who live together,the muppets,tribute band,English,USA,2011,7.1
1090,Action|Horror,Action,Horror,,,,,,,Blade,1990s|blade|blood|vampire|vampire hunter,1990s,blade,blood,vampire,vampire hunter,English,USA,1998,7.1
1091,Drama|Sport,Drama,Sport,,,,,,,Coach Carter,basketball|basketball coach|coach|contract|high school,basketball,basketball coach,coach,contract,high school,English,USA,2005,7.2
1092,Drama|Thriller,Drama,Thriller,,,,,,,Changing Lanes,car accident|feud|lawyer|revenge|road rage,car accident,feud,lawyer,revenge,road rage,English,USA,2002,6.5
1093,Action|Adventure|Horror|Thriller,Action,Adventure,Horror,Thriller,,,,,Anaconda,amazon|anaconda|boat|jungle|snake,amazon,anaconda,boat,jungle,snake,English,USA,1997,4.6
1094,Comedy|Drama|Music|Romance,Comedy,Drama,Music,Romance,,,,,Coyote Ugly,girl in panties|lift skirt|sexual attraction|short shorts|songwriter,girl in panties,lift skirt,sexual attraction,short shorts,songwriter,English,USA,2000,5.6
1095,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Love Actually,aging rocker|christmas|love at first sight|minister|prime minister,aging rocker,christmas,love at first sight,minister,prime minister,English,UK,2003,7.7
1096,Adventure|Animation|Comedy|Family|Fantasy,Adventure,Animation,Comedy,Family,Fantasy,,,,A Bug's Life,ant|circus|grasshopper|misunderstanding|overhearing,ant,circus,grasshopper,misunderstanding,overhearing,English,USA,1998,7.2
1097,Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,From Hell,freemason|jack the ripper|opium|prostitute|victorian era,freemason,jack the ripper,opium,prostitute,victorian era,English,USA,2001,6.8
1098,Action|Crime|Drama|Romance|Thriller,Action,Crime,Drama,Romance,Thriller,,,,The Specialist,bomb|cia|explosive|explosives expert|miami florida,bomb,cia,explosive,explosives expert,miami florida,English,Peru,1994,5.4
1099,Comedy|Drama|Romance|Sport,Comedy,Drama,Romance,Sport,,,,,Tin Cup,driving range|golf|golfer|tournament|winnebago,driving range,golf,golfer,tournament,winnebago,English,USA,1996,6.3
1100,Comedy|Family,Comedy,Family,,,,,,,"Yours, Mine and Ours",nurse|parent|sibling|widow|widower,nurse,parent,sibling,widow,widower,English,USA,1968,7.2
1101,Comedy|Family|Romance|Sport,Comedy,Family,Romance,Sport,,,,,Kicking & Screaming,book|child|slapstick comedy|soccer|suburb,book,child,slapstick comedy,soccer,suburb,English,USA,2005,5.6
1102,Adventure|Comedy|Sci-Fi,Adventure,Comedy,Sci-Fi,,,,,,The Hitchhiker's Guide to the Galaxy,alien|friend|galaxy|hyperspace|spaceship,alien,friend,galaxy,hyperspace,spaceship,English,USA,2005,6.8
1103,Comedy|Family|Fantasy|Romance,Comedy,Family,Fantasy,Romance,,,,,Fat Albert,animated sequence|junkyard|love|party|television,animated sequence,junkyard,love,party,television,English,USA,2004,4.3
1104,Action|Horror|Sci-Fi|Thriller,Action,Horror,Sci-Fi,Thriller,,,,,Resident Evil: Extinction,clone|convoy|crow|desert|satellite,clone,convoy,crow,desert,satellite,English,France,2007,6.3
1105,Comedy|Romance,Comedy,Romance,,,,,,,Blended,blind date|children|date|daughter|son,blind date,children,date,daughter,son,English,USA,2014,6.5
1106,Adventure|Comedy|Drama,Adventure,Comedy,Drama,,,,,,Last Holiday,chef|congressman|cook|hotel|senator,chef,congressman,cook,hotel,senator,English,USA,2006,6.4
1107,Action|Adventure|Crime|Thriller,Action,Adventure,Crime,Thriller,,,,,The River Wild,criminal|rafting|river|robber|white water rafting,criminal,rafting,river,robber,white water rafting,English,USA,1994,6.3
1108,Drama|Family|Fantasy,Drama,Family,Fantasy,,,,,,The Indian in the Cupboard,best friend|birthday|boy|friend|magic,best friend,birthday,boy,friend,magic,English,USA,1995,5.9
1109,Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,Savages,arms tied overhead|damsel in distress|dea|marijuana|southern california,arms tied overhead,damsel in distress,dea,marijuana,southern california,English,USA,2012,6.5
1110,Action|Crime|Thriller,Action,Crime,Thriller,,,,,,Cellular,cell phone|distress signal|family in danger|police|stealing a car,cell phone,distress signal,family in danger,police,stealing a car,English,USA,2004,6.5
1111,Action|Adventure|Comedy,Action,Adventure,Comedy,,,,,,Johnny English,british|crown jewels|explosion|funeral|spy,british,crown jewels,explosion,funeral,spy,English,UK,2003,6.1
1112,Adventure|Animation|Comedy|Family|Fantasy,Adventure,Animation,Comedy,Family,Fantasy,,,,The Ant Bully,ant|miniaturization|punishment|shrinking|sudden change in size,ant,miniaturization,punishment,shrinking,sudden change in size,English,USA,2006,5.9
1113,Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,Dune,desert planet|dune|giant worm|space travel|spice,desert planet,dune,giant worm,space travel,spice,English,USA,1984,6.6
1114,Drama|Fantasy|Musical|Romance,Drama,Fantasy,Musical,Romance,,,,,Across the Universe,anti war|liverpool|love|protest|song,anti war,liverpool,love,protest,song,English,USA,2007,7.4
1115,Drama|Romance,Drama,Romance,,,,,,,Revolutionary Road,based on novel|children|connecticut|suburb|work,based on novel,children,connecticut,suburb,work,English,USA,2008,7.3
1116,Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,16 Blocks,alcoholic|courthouse|detective|jail|witness,alcoholic,courthouse,detective,jail,witness,English,Germany,2006,6.6
1117,Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,Babylon A.D.,box office flop|convent|mercenary|new york|pregnant,box office flop,convent,mercenary,new york,pregnant,English,France,2008,5.6
1118,Action|Comedy|Crime|Drama|Thriller,Action,Comedy,Crime,Drama,Thriller,,,,The Glimmer Man,detective|heavy rain|murder|partner|serial killer,detective,heavy rain,murder,partner,serial killer,English,USA,1996,5.3
1119,Comedy|Romance|Sci-Fi,Comedy,Romance,Sci-Fi,,,,,,Multiplicity,clone|cloning|construction|same actor playing two characters simultaneously on screen|year 1996,clone,cloning,construction,same actor playing two characters simultaneously on screen,year 1996,English,USA,1996,6
1120,Adventure|Comedy|Family|Fantasy|Sci-Fi,Adventure,Comedy,Family,Fantasy,Sci-Fi,,,,Aliens in the Attic,alien|attic|boyfriend|mind control|nintendo ds,alien,attic,boyfriend,mind control,nintendo ds,English,USA,2009,5.4
1121,Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,The Pledge,nevada|pledge|police|porcupine|search,nevada,pledge,police,porcupine,search,English,USA,2001,6.8
1122,Comedy|Musical,Comedy,Musical,,,,,,,The Producers,accountant|money|opening night|scheme|swedish,accountant,money,opening night,scheme,swedish,English,USA,2005,6.4
1123,Action|Sci-Fi,Action,Sci-Fi,,,,,,,Dredd,brutality|dark humor|female antagonist|female warrior|post apocalypse,brutality,dark humor,female antagonist,female warrior,post apocalypse,English,UK,2012,7.1
1124,Action|Adventure|Comedy|Fantasy,Action,Adventure,Comedy,Fantasy,,,,,The Phantom,ghost|new york city|phantom|skull|superhero,ghost,new york city,phantom,skull,superhero,English,Australia,1996,4.9
1125,Drama|Romance|Western,Drama,Romance,Western,,,,,,All the Pretty Horses,1940s|cowboy|mexico|railway station|texas,1940s,cowboy,mexico,railway station,texas,English,USA,2000,5.8
1126,Biography|Drama|History,Biography,Drama,History,,,,,,Nixon,courtship|election|paranoia|president|quaker,courtship,election,paranoia,president,quaker,English,USA,1995,7.1
1127,Mystery|Thriller,Mystery,Thriller,,,,,,,The Ghost Writer,british prime minister|death|island|memoir|writer,british prime minister,death,island,memoir,writer,English,France,2010,7.2
1128,Action|Adventure|Horror|Sci-Fi,Action,Adventure,Horror,Sci-Fi,,,,,Deep Rising,creature feature|hijacker|ocean|ship|shot in the leg,creature feature,hijacker,ocean,ship,shot in the leg,English,USA,1998,6
1129,Action|Crime|Drama|Thriller|War,Action,Crime,Drama,Thriller,War,,,,Miracle at St. Anna,boy|german soldier|partisan|trapped|village,boy,german soldier,partisan,trapped,village,English,USA,2008,6
1130,Drama|Romance,Drama,Romance,,,,,,,Curse of the Golden Flower,china|chrysanthemum|emperor|empress|prince,china,chrysanthemum,emperor,empress,prince,Mandarin,China,2006,7
1131,Action|Crime|Thriller,Action,Crime,Thriller,,,,,,Bangkok Dangerous,deaf|hitman|nightclub|pickpocket|rules of profession,deaf,hitman,nightclub,pickpocket,rules of profession,English,USA,2008,5.4
1132,Comedy|Crime|Thriller,Comedy,Crime,Thriller,,,,,,Big Trouble,airport|fbi agent|person in a car trunk|suitcase|suitcase bomb,airport,fbi agent,person in a car trunk,suitcase,suitcase bomb,English,USA,2002,6.5
1133,Drama|Romance,Drama,Romance,,,,,,,Love in the Time of Cholera,19th century|colombia|love|marriage|widow,19th century,colombia,love,marriage,widow,English,USA,2007,6.4
1134,Drama|Fantasy|Horror|Mystery,Drama,Fantasy,Horror,Mystery,,,,,The Returned            ,france|living dead|serial killer|small town|supernatural,france,living dead,serial killer,small town,supernatural,French,France,NA,8.3
1135,Action|Thriller,Action,Thriller,,,,,,,Shadow Conspiracy,american president|assassin|conspiracy|president|white house,american president,assassin,conspiracy,president,white house,English,USA,1997,4.9
1136,Action|Adventure|Comedy|Crime,Action,Adventure,Comedy,Crime,,,,,Johnny English Reborn,assassin|chinese|conspiracy|gadget|premier,assassin,chinese,conspiracy,gadget,premier,English,USA,2011,6.3
1137,Action|Animation|Comedy|Family|Fantasy,Action,Animation,Comedy,Family,Fantasy,,,,Foodfight!,femme fatale|food|pun|supermarket|troubled production,femme fatale,food,pun,supermarket,troubled production,English,USA,2012,1.7
1138,Biography|Drama|History|Thriller,Biography,Drama,History,Thriller,,,,,Argo,1970s|cia|f word|u.s. embassy|year 1979,1970s,cia,f word,u.s. embassy,year 1979,English,USA,2012,7.7
1139,Action|Adventure|Crime|Drama|Mystery|Thriller,Action,Adventure,Crime,Drama,Mystery,Thriller,,,The Fugitive,hospital|on the run|one armed man|surgeon|u.s. marshal,hospital,on the run,one armed man,surgeon,u.s. marshal,English,USA,1993,7.8
1140,Action|Comedy|Romance,Action,Comedy,Romance,,,,,,The Bounty Hunter,bounty hunter|death|murder|police officer|reporter,bounty hunter,death,murder,police officer,reporter,English,USA,2010,5.5
1141,Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,Sleepers,boy|guard|kicked in the crotch|prank|sexual abuse,boy,guard,kicked in the crotch,prank,sexual abuse,English,USA,1996,7.5
1142,Action|Adventure|Thriller|War,Action,Adventure,Thriller,War,,,,,Rambo: First Blood Part II,1980s|mission|prison|rambo|vietnam,1980s,mission,prison,rambo,vietnam,English,USA,1985,6.4
1143,Drama|Thriller,Drama,Thriller,,,,,,,The Juror,breasts|mafia|sex scene|temple|woods,breasts,mafia,sex scene,temple,woods,English,USA,1996,5.6
1144,Animation|Family|Fantasy|Musical,Animation,Family,Fantasy,Musical,,,,,Pinocchio,boy|conscience|fairy|jiminy cricket|pinocchio,boy,conscience,fairy,jiminy cricket,pinocchio,English,USA,1940,7.5
1145,Adventure|Drama|Western,Adventure,Drama,Western,,,,,,Heaven's Gate,1890s|hired gun|immigrant|johnson county war|sheriff,1890s,hired gun,immigrant,johnson county war,sheriff,English,USA,1980,6.8
1146,Action|Adventure|Fantasy|Sci-Fi|Thriller,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,Underworld: Evolution,death|feud|forbidden love|vampire|werewolf,death,feud,forbidden love,vampire,werewolf,English,USA,2006,6.8
1147,Drama|Horror|Sci-Fi|Thriller,Drama,Horror,Sci-Fi,Thriller,,,,,Victor Frankenstein,assistant|experiment|frankenstein|medical student|scientist,assistant,experiment,frankenstein,medical student,scientist,English,USA,2015,6
1148,Drama,Drama,,,,,,,,Finding Forrester,basketball|mentor|new york|school|writing,basketball,mentor,new york,school,writing,English,USA,2000,7.3
1149,Comedy|Drama,Comedy,Drama,,,,,,,28 Days,12 step program|box office hit|car accident|vomiting|wedding,12 step program,box office hit,car accident,vomiting,wedding,English,USA,2000,6
1150,Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,Unleashed,collar|dog|fight|fighting|piano,collar,dog,fight,fighting,piano,English,France,2005,7
1151,Comedy|Romance,Comedy,Romance,,,,,,,The Sweetest Thing,female removes her clothes|roommate|voyeur|voyeurism|wedding,female removes her clothes,roommate,voyeur,voyeurism,wedding,English,USA,2002,5.1
1152,Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,The Firm,bar|fbi|law|law firm|lawyer,bar,fbi,law,law firm,lawyer,English,USA,1993,6.8
1153,Drama|Fantasy|Romance,Drama,Fantasy,Romance,,,,,,Charlie St. Cloud,brother brother relationship|death of brother|ghost|seeing dead people|talking with the dead,brother brother relationship,death of brother,ghost,seeing dead people,talking with the dead,English,USA,2010,6.5
1154,Action|Crime|Thriller,Action,Crime,Thriller,,,,,,The Mechanic,apprentice|disobeying orders|gas station|hitman|nightclub,apprentice,disobeying orders,gas station,hitman,nightclub,English,USA,2011,6.6
1155,Action|Comedy|Crime,Action,Comedy,Crime,,,,,,21 Jump Street,narcotics|parody|police|remake|undercover cop,narcotics,parody,police,remake,undercover cop,English,USA,2012,7.2
1156,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Notting Hill,actress|bookstore|friend|kiss|love,actress,bookstore,friend,kiss,love,English,UK,1999,7
1157,Adventure|Animation|Comedy|Drama|Family,Adventure,Animation,Comedy,Drama,Family,,,,Chicken Run,chicken|escape|farm|freedom|rooster,chicken,escape,farm,freedom,rooster,English,UK,2000,7
1158,Comedy|Romance,Comedy,Romance,,,,,,,Along Came Polly,bride|friend|honeymoon|insurance|insurance company,bride,friend,honeymoon,insurance,insurance company,English,USA,2004,5.9
1159,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Boomerang,advertising|battle of the sexes|dating|one word title|womanizer,advertising,battle of the sexes,dating,one word title,womanizer,English,USA,1992,5.4
1160,Action|Comedy|Crime,Action,Comedy,Crime,,,,,,The Heat,drug lord|fbi|fbi agent|hospital|shot in the crotch,drug lord,fbi,fbi agent,hospital,shot in the crotch,English,USA,2013,6.6
1161,Biography|Drama|History|Romance,Biography,Drama,History,Romance,,,,,Cleopatra,cleopatra|egypt|epic|queen|roman empire,cleopatra,egypt,epic,queen,roman empire,English,UK,1963,7
1162,Action|Comedy|Sport,Action,Comedy,Sport,,,,,,Here Comes the Boom,claim in title|high school|mixed martial arts|ultimate fighting championship|underdog,claim in title,high school,mixed martial arts,ultimate fighting championship,underdog,English,USA,2012,6.5
1163,Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,High Crimes,defense lawyer|lawyer|marine|murder|villager,defense lawyer,lawyer,marine,murder,villager,English,USA,2002,6.3
1164,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,The Mirror Has Two Faces,columbia university|lecture|marriage|professor|sex,columbia university,lecture,marriage,professor,sex,English,USA,1996,6.5
1165,Drama|Horror|Mystery|Thriller,Drama,Horror,Mystery,Thriller,,,,,The Mothman Prophecies,car accident|death of wife|mothman|point pleasant west virginia|urban legend,car accident,death of wife,mothman,point pleasant west virginia,urban legend,English,USA,2002,6.5
1166,Comedy,Comedy,,,,,,,,Br?no,austrian|fame|fashion|gay lead character|mockumentary,austrian,fame,fashion,gay lead character,mockumentary,English,USA,2009,5.8
1167,Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,Licence to Kill,drug cartel|drug lord|james bond 007|personal vendetta|vengeance,drug cartel,drug lord,james bond 007,personal vendetta,vengeance,English,UK,1989,6.6
1168,Fantasy|Horror|Mystery|Thriller,Fantasy,Horror,Mystery,Thriller,,,,,Red Riding Hood,death|forest|love|werewolf|werewolf bite,death,forest,love,werewolf,werewolf bite,English,USA,2011,5.4
1169,Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,15 Minutes,criminal|detective|fire|homicide|media,criminal,detective,fire,homicide,media,English,USA,2001,6.1
